,0,1,2,3
183,苏菲的世界,5,一个天才银行家意外发现自己被戴了绿帽子，“失手”杀了自己老婆和奸夫被关进监狱（大人！其实他是冤枉的吖），然后在监狱开启大神模式——帮监狱长逃税漏税，丰富狱友的精神文化生活，跟好基友并肩斗智斗勇监狱官……以后凭借一把鹤嘴锄日夜凿壁，在一个风雨交加的夜晚成功越狱！很励志吧,2017-01-08
184,妙龄女,5,希望让人自由,2017-04-06
185,做更好的自己,5,经典的电影总是经得起时间的推敲，主人公终于用他的智慧和坚持赢得了自由和希望，再看还是很感动,2017-05-05
186,Mr.lee,5,早就应该看的影片，推到了现在。意犹未尽的感觉，让我从始至终都在不停的思考，但就是不知道到该说些什么好，看来还要看几遍。同时让联想到了三部电影：《无声的朗读》、《过往的演讲》、《当幸福来敲门》。——坚持、面对人生中的种种不快，希望会成真。,2011-07-29
187,yuluo,5,重看次数最多的电影,2017-08-15
188,卢思浩,5,戳到我泪点的，是最后一幕freeman坐在车上想着跟老友见面。,2016-01-30
189,仲山奥理,5,毋庸置疑这是一部经典之作，台词也堪称经典，绝对能够一语道醒梦中人！就这个故事而言，残酷之余，更显温情，有趣的是在这部男人必看的电影中，女人既是罪恶的导火线又是希望的救命草！在我最心痛的时候看了这部电影就像在我最口渴的时候喝了一杯咖啡，那种苦中带甜的味道让人一辈子都忘不了！,2014-10-18
190,summermike,5,高智商的男人惹不起！！！Andy太屌了！！！老布假释后不习惯外面的社会 毕竟在监狱里呆了50年 自杀 可以想象。后来Red假释出来 幸好有Andy给他的希望 不然在狱中40年的Red也很有可能步老布的后尘。花了20年逃出去 还摆了坏人一道 真的狠屌！！！,2011-04-28
191,这个假了,5,“你不能改变这个社会，那么你就要努力的去适应它”，在这部电影看来，这句话完全是bullshit！！这是个人对于一个制度的对抗，如果它拥有最强大的集权机构，你会选择顺从，被同化，乃至尿都不敢滴出来，还是像他一般，用一把藏在圣经里面的小锤头，在二十年后，给予它致命的一击。,2011-04-10
192,秃顶艺ber,5,Hope is a good thing,2010-10-02
193,井戒,5,"不愧为经典，一颗至善、自由的心，万世糜烂也澄明无瑕。Hope is a good thing, maybe the best of things, and no good thing ever dies. 无论是安迪神秘的笑容，还是最后一幕的碧海蓝天，都平静令人屏息，难于忘怀",2010-12-30
194,もちぷよ,5,"Some birds aren't meant to be caged, that's all. Their feathers are just too bright.",2009-03-26
195,不要焦虑浣熊妹,5,Hope is a good thing.Good things never die.,2012-12-17
196,是梦ya,5,怀有希望是一个很好的品质。往往无辜者遭受最多不平等之事(눈_눈),2017-05-15
197,小唯,5,Some birds are not meant to be caged.Their feathers are just too bright.,2011-02-27
198,Icey,5,就算这个监狱再牢固，围墙再多，下水道再长，也永远困不住他，是永远。,2017-01-22
199,考拉阿,5,好的电影值得所有人反复观看，这就是一部。,2018-02-03
200,无声,5,如果拍完这部电影就死去，陈凯歌就不朽了！！可惜他后来又拍了不少电影。。。,2011-05-15
201,phoebe,5,陈凯歌可以靠它吃两辈子饭了，现在看来江郎才尽也情有可原,2007-11-21
202,曲非烟,5,说好了一辈子，少一年、一天、一个时辰，都不是一辈子。,2006-03-17
203,老鸡｜扶立,4,在野路子出身的张国荣面前，学院出身的张丰毅显得那么单薄,2008-01-10
204,沉歌,5,他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。,2007-10-14
205,蚂蚁没问题,5,就凭这个，我愿意原谅陈凯歌一切的烂片 你只要伟大过一次就可以了 就凭这个 哥哥你是我心中永远不朽的传奇 你是全世界最大的角儿,2009-07-13
206,掉线,5,我料想过它好，可没想过居然这么好，一部电影，故事，角色，演员，情感，内涵，光影，剪辑的运用。能有一方面做好便已经难得，而它居然全部都做到了。对于这样一部电影居然没能得到奥斯卡最佳外语片，我只能说——真他妈瞎了你们的狗眼,2012-09-07
207,kingfish,5,"不解,拍出过霸王别姬的人怎能拍出无极来",2006-03-22
208,艾小柯,5,最优秀的中国电影,2006-06-16
209,莫呼洛迦-屁股上的青春在歌唱,5,仨小时的电影，我没上一次厕所，一直专注的在看，除了牛逼我想不出其他的词儿了。直男对于gay来说终究是祸害，他们不敢爱，面对自己的感情畏畏缩缩，伤了别人还假惺惺。每个人都演的很好，蒋雯丽虽然出场不到半小时，也是把角色诠释的淋漓尽致。这真是陈导的巅峰之作了。,2007-02-25
210,凯瑟琳小姐,5,这真的不是电影，而是人生。如此真实深刻地反映了从抗战前夕至文革的那段历史时期下命运凄惨的人们，渗透在每一个细节，包括那个不能忍受戏班虐打的孩子，而文革中六亲不认，人格扭曲更是展现到了极致。当然最赞的是哥哥的表演，如此悲哀可怜的蝶衣让人心痛，不疯魔不成活，人戏不分，现实的他也是如此,2010-01-17
211,香水瓶,5,君王意气尽 贱妾何聊生,2006-04-15
212,影志,5,人戏不分，不疯魔不成活。,2005-07-22
213,文泽尔,5,往事不要再提，人生已多风雨。纵然记忆抹不去，爱与恨都还在心里。真的要断了过去，让明天好好继续，你就不必再苦苦追问他的消息。爱情他是个难题，让人目眩神迷，忘了痛或许可以，忘了你却太不容易。我对你仍有爱意我对自己无能为力。,2007-09-19
214,JulyChan,5,你凝视你的脸，几亿人在爱恋。,2006-12-06
215,UrthónaD'Mors,5,"蝶衣于台上贵妃醉酒，头顶忽撒下无数抗日传单。灯骤灭，台下喧哗。没有人再顾及台上的贵妃。唯有蝶衣，继续着未尽的绝美舞步丝毫未曾停滞。一片混乱之中，也唯有四爷，独自于楼上包厢继续丝毫未曾分神。看到这里感动的一塌糊涂。结尾处“我本是男儿郎,又不是女娇娥”真的落泪了。纯粹坚持的2人去了",2011-06-13
216,Benjamin Linus,5,程蝶衣，和《海上钢琴师》的主角，都是一类人。,2011-01-04
217,Bono,5,城头变幻大王旗，一个《霸王别姬》，一个《活着》，道尽中国现当代史，百年内无可超越。,2011-05-14
218,同志亦凡人中文站,5,往事不要再提，人生已多风雨。他是霸王，你是虞姬，“我本是男儿郎，又不是女娇娥”，万丈红尘蹉跌走过半世纪。寥落繁华不由己，十万春花如梦里。剑还给你，命也还给你。“君王意气尽，贱妾何聊生？”陪你唱罢这出我便离去...,2010-04-01
219,icancu,5,那些渴求永远的人，悲都悲得分外妖冶。,2007-08-23
220,人云奕云,5,我記得我標記過這部片子的啊！——我以為這是國產電影的開始，誰知道是結束。,2012-10-02
221,ink,5,“充满低能的热情，完全不问一个为什么的忠诚的走卒，就这样组成了红卫兵，党依靠他们维持稳定”------乔治·奥威尔,2010-02-12
222,Holocence,5,菊仙是个好女人,2011-03-20
223,大头绿豆,4,不疯魔，不成活,2005-09-04
224,林||我们谈什么都像谈死！,5,重点不是时间的流逝，而是一个理想主义者的死亡。哥哥最好的电影之一，已经不能仅用一个演员来形容他。关注历史背景的戏剧性潜力，关注政治现实对个人生活的影响。,2005-11-16
225,Little Punk,-,风华绝代,2006-12-01
226,泪小鱼|念。,5,哥哥艳不可当,2006-10-02
227,露娜peace,5,因为这个电影，从此后对有金鱼出现的影片格外地关注。鱼所代表的意义太多了。流泪在水里的鱼，无性别的鱼，离了水呼吸不了的鱼……,2005-11-07
228,豆腐脑敢死队,5,一笑万古春，一啼万古愁,2008-08-24
229,將 離,5,只有袁四爷是懂程蝶衣的。,2012-06-25
230,雨果,5,1993年戛纳金棕榈大奖，国际影评人大奖。华语电影唯一一枝金棕榈，陈凯歌同学笑傲多年的资本。确实是华语电影的巅峰之作，以京剧为剧情发展的主线，比《活着》更具艺术性，给人印象也更深刻，特别是张国荣的倾情演出。,2016-12-04
231,Dare to.max,5,翻译成再见我的妾实在是太酷儿了。。,2010-12-11
232,夜礼服卡索面,5,今天才看完整这部故事。我本是男儿郎，又不是女娇蛾。电影柔情似水又剑锋直指。若不是太多人关注的是蝶衣与小楼的情感纠缠，恐怕，恐怕也是被禁之物。那黑暗中的最后一剑，又替多少人，了了不敢之愿。,2010-09-08
233,Sophie  Z,5,那么好的国粹，连日本人都知道要护着，你们说烧就烧……大多数开始于民国间的故事，最难捱的都是那段时间。,2016-04-03
234,心生,5,耗尽了陈凯歌一生的才华，成就了一个痴情的程蝶衣。,2012-04-26
235,范小奚,5,既是经典，何须多言。,2008-07-14
236,15,-,请再给我一个昏暗场地和一个下午,2007-05-27
237,LOOK,2,算是隔了N年后重看了一遍，可真没想到看了一个半小时实在是看不下去了。就是一烂大街的言情小说套了很多文化政治身份符号嘛。嘴巴让水烟筒给插几下性向就改了这样的戏是直接给精分派影评人阐释准备的吧，实在假到不行啊。,2015-01-02
238,九尾黑猫,5,我的最爱！我的最爱！,2008-03-10
239,清歌墨苒,5,他是假霸王，你却是真虞姬。这场戏，只有一个人入梦，这才是程蝶衣的悲哀。大梦初醒方是绝别时。,2016-12-02
240,小慢,-,风华绝代,2006-07-17
241,sterdam,5,观众与其说是被悲欢离合的故事本身打动，不如说是被故事背后那段国人集体回忆的历史所打动。没有那跌宕起伏的历史背景，衬托不出人性的真实，也构成不了凄美的故事。家国情怀是陈凯歌骨子里的使命感。单纯的儿女情长他做不来。【电博】20081129，第3次。【讲堂】1211，第4次，大陆版，无字幕无主题曲。,2005-10-03
242,[已注销],5,程蝶衣是我心目中最动人的虞姬。没有之一。,2007-08-06
243,徐小花,5,我非常非常喜欢的一部电影,2006-09-23
244,★☆☆☆☆,4,"被“历史”绑架了的两个小人物……

《活着》和《霸王别姬》不是中国电影的起点，而是终点……",2009-07-13
245,柠檬or番茄,5,心疼张国荣，张国荣和程蝶衣的人生，有很大的重合。以前的国产电影还有很多经典之作，现在这是怎么了？,2016-10-14
246,Connie,5,不到园内，怎知春色如许,2006-01-18
247,叶子窝,5,小说原著是典型的李碧华，恩怨情仇，锋芒锐利。但改编成电影之后变得厚重沧桑。现在想来，除了备受赞誉的主角团之外，葛优塑造的戏霸真是太有性格了。,2017-01-02
248,低端中年白夜叉,4,永远的哥哥,2007-05-04
249,樹男,4,这部戏主要表达的是：同性恋都是事儿逼。,2011-02-20
250,寂地,5,没有道理不喜欢的.,2006-01-02
251,蓉儿,5,经典。人生如戏，戏如人生。戏有几多生动，人生就有几多沉重。影片刻画的程蝶衣这个悲剧人物，他的一生勾勒岀人性的复杂和无奈，想要改变命运的艰难，折射岀动荡不安的历史时代，爱恨情仇交织在一起……看完之后令人唏嘘不已。或许是悲剧更容易引起观众的共鸣，因为悲剧就是将美好的东西毁灭了给人看。,2016-11-19
252,股神看不懂,5,剧中的程蝶衣分不清戏和人生，现实中的哥哥何尝不是这样。哥哥的死让人悲伤，但生活中总有这样的人，他们因为太爱一个事物导致到最后忘记了自我，这样的人在我们开来是痛苦的是不值得的，但至少在他们心里自己是快乐的。霸王别姬，我最爱的电影之一,2016-11-06
253,平昭,5,感谢原著，感谢向陈凯歌推荐改编成电影的人，这就是陈凯歌几十年来的巅峰了。谁说程蝶衣是真虞姬，程蝶衣明明就是真霸王。都说段小楼是蝶衣的霸王，霸王明明就是蝶衣心中师兄的样子啊。,2016-12-02
